"50","180050","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"51","180051","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"52","180052","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"53","180053","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"54","180054","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"55","180055","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"56","180056","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"57","180057","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"58","180058","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"59","180059","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"60","180060","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"61","180061","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A3","NULL"
"62","180062","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A4","NULL"
"63","180063","Engineering Physics","R.K.Gaur S.L.Gupta  ","1","1","Dhanpat Rai Publications","10","650","Physics","No","Physics","A4","NULL"
"64","180064","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","15","325","Chemistry","Yes","Chemistry","A1","NULL"
"65","180065","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","15","325","Chemistry","No","Chemistry","A1","NULL"
"66","180066","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","15","325","Chemistry","No","Chemistry","A1","NULL"
"67","180067","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","16","345","Chemistry","Yes","Chemistry","A1","NULL"
"68","180068","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","16","345","Chemistry","Yes","Chemistry","A1","NULL"
"69","180069","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","14","297","Chemistry","Yes","Chemistry","A1","NULL"
"70","180070","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","15","325","Chemistry","No","Chemistry","A1","NULL"
"71","180071","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","15","325","Chemistry","No","Chemistry","A1","NULL"
"72","180072","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","14","297","Chemistry","No","Chemistry","A1","NULL"
"73","180073","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","17","345","Chemistry","No","Chemistry","A1","NULL"
"74","180074","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","16","345","Chemistry","No","Chemistry","A1","NULL"
"75","180075","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","16","345","Chemistry","No","Chemistry","A1","NULL"
"76","180076","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","16","345","Chemistry","No","Chemistry","A1","NULL"
"77","180077","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","17","345","Chemistry","No","Chemistry","A1","NULL"
"78","180078","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","16","345","Chemistry","No","Chemistry","A1","NULL"
"79","180079","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","17","345","Chemistry","No","Chemistry","A1","NULL"
"80","180080","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","15","325","Chemistry","No","Chemistry","A1","NULL"
"81","180081","Engineering Chemistry 1","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","15","325","Chemistry","No","Chemistry","A1","NULL"
"82","180082","Engineering Chemistry 1 Question Bank","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","1","","Chemistry","Yes","Chemistry","A1","NULL"
"83","180083","Engineering Chemistry  2","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","11","230","Chemistry","Yes","Chemistry","A1","NULL"
"84","180084","Engineering Chemistry  2","A.Ravikrishnan   ","1","1","Sri Krishna Hitech Publications","12","250","Chemistry","Yes","Chemistry","A1","NULL"
"85","180085","Engineering Chemistry","A.Ravikrishnan P.Kannan  ","1","1","Sri Krishna Hitech Publications","11","630","Chemistry","Yes","Chemistry","A4","NULL"
"86","180086","Engineering Chemistry","A.Ravikrishnan P.Kannan  ","1","1","Sri Krishna Hitech Publications","11","630","Chemistry","No","Chemistry","A4","NULL"
"87","180087","Engineering Chemistry","A.Ravikrishnan P.Kannan  ","1","1","Sri Krishna Hitech Publications","11","630","Chemistry","No","Chemistry","A4","NULL"
"88","180088","Engineering Chemistry","A.Ravikrishnan P.Kannan  ","1","1","Sri Krishna Hitech Publications","10","597","Chemistry","Yes","Chemistry","A4","NULL"
"89","180089","Engineering Chemistry","A.Ravikrishnan P.Kannan  ","1","1","Sri Krishna Hitech Publications","10","597","Chemistry","No","Chemistry","A4","NULL"
"90","180090","Engineering Chemistry","A.Ravikrishnan P.Kannan  ","1","1","Sri Krishna Hitech Publications","10","597","Chemistry","No","Chemistry","A4","NULL"
"91","180091","Engineering Chemistry","A.Ravikrishnan P.Kannan  ","1","1","Sri Krishna Hitech Publications","10","597","Chemistry","No","Chemistry","A4","NULL"
"92","180092","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","280","Chemistry","Yes","Chemistry","A1","NULL"
"93","180093","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","280","Chemistry","No","Chemistry","A1","NULL"
"94","180094","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","280","Chemistry","No","Chemistry","A1","NULL"
"95","180095","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","296","Chemistry","No","Chemistry","A1","NULL"
"96","180096","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","280","Chemistry","No","Chemistry","A1","NULL"
"97","180097","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","1","310","Chemistry","Yes","Chemistry","A1","NULL"
"98","180098","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","280","Chemistry","No","Chemistry","A1","NULL"
"99","180099","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","2","295","Chemistry","Yes","Chemistry","A1","NULL"
"100","180100","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","296","Chemistry","No","Chemistry","A1","NULL"
"101","180101","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","296","Chemistry","No","Chemistry","A1","NULL"
"102","180102","Engineering Chemistry","K.Subramanian   ","1","1","United Global Publishers","5","280","Chemistry","No","Chemistry","A1","NULL"
"103","180103","Engineering Chemistry  1","A.Sheik Mideen   ","1","1","J B Publications","14","375","Chemistry","Yes","Chemistry","A4","NULL"
"104","180104","Engineering Chemistry  1","A.Sheik Mideen   ","1","1","J B Publications","14","375","Chemistry","No","Chemistry","A4","NULL"
"105","180105","Engineering Chemistry  1","A.Sheik Mideen   ","1","1","J B Publications","14","330","Chemistry","No","Chemistry","A4","NULL"
"106","180106","Engineering Chemistry","B.Sivasankar   ","1","1","Tata McGraw Hill Publishing Company","1","","Chemistry","Yes","Chemistry","A4","NULL"
"107","180107","Applied Chemistry","P.N.Palanisamy A.Geetha K.Manjula Rani ","1","1","Tata McGraw Hill Education","1","","Chemistry","Yes","Chemistry","A4","NULL"
"108","180108","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","15","425","Chemistry","Yes","Chemistry","A4","NULL"
"109","180109","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","15","425","Chemistry","No","Chemistry","A4","NULL"
"110","180110","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","15","425","Chemistry","No","Chemistry","A4","NULL"
"111","180111","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","Yes","Chemistry","A4","NULL"
"112","180112","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"113","180113","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"114","180114","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"115","180115","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"116","180116","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"117","180117","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"118","180118","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"119","180119","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"120","180120","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"121","180121","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"122","180122","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","525","Chemistry","No","Chemistry","A5","NULL"
"123","180123","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","475","Chemistry","No","Chemistry","A5","NULL"
"124","180124","Engineering Chemistry","P.C.Jain Monika Jain  ","1","1","Dhanpat Rai Publishing Company","16","510","Chemistry","No","Chemistry","A5","NULL"
"125","180125","Environmental Science and Engineering","Anubha Kaushik C.P.Kaushik  ","1","1","New Age International Publishers","3","150","Environmental Science","Yes","Environmental Science","A5","NULL"
"126","180126","Environmental Science and Engineering","Benny Joseph   ","1","1","McGraw Hill Education","","","Environmental Science","Yes","Environmental Science","A5","NULL"
"127","180127","Environmental Studies","Erach Bharucha   ","1","1","Universities Press","2","225","Environmental Science","Yes","Environmental Science","A5","NULL"
"128","180128","Environmental Science and Engineering","S.Vairam S.Gopu C.Chelladurai ","1","1","Gems Publishers","1","275","Environmental Science","Yes","Environmental Science","A5","NULL"
"129","180129","Environmental Science and Engineering","Anubha Kaushik C.P.Kaushik  ","1","1","New Age International Publishers","3","150","Environmental Science","No","Environmental Science","A5","NULL"
"130","180130","Environmental Science and Engineering","Benny Joseph   ","1","1","McGraw Hill Education","6","","Environmental Science","Yes","Environmental Science","A5","NULL"
"131","180131","Environmental Science and Engineering","A.Ravikrishnan   ","1","1","Sri Krishna Publications","5","165","Environmental Science","Yes","Environmental Science","A5","NULL"
"132","180132","Environmental Science","G.Tyler Miller   ","1","1","Thomson Brooks/Cole","10","","Environmental Science","Yes","Environmental Science","A5","NULL"
"133","180133","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","53","330","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"134","180134","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","52","250","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"135","180135","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","53","330","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"136","180136","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","53","330","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"137","180137","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","53","330","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"138","180138","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","53","330","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"139","180139","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","53","330","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"140","180140","Engineering Drawing","N.D.Bhatt V.M.Panchal Pramod R.Ingle ","1","1","Charotar Publishing House","53","330","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"141","180141","Engineering Drawing","N.S.Parthasarthy Vela Murali  ","1","1","Oxford University Press","1","465","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"142","180142","Engineering Drawing","N.S.Parthasarthy Vela Murali  ","1","1","Oxford University Press","1","465","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"143","180143","Engineering Drawing","N.S.Parthasarthy Vela Murali  ","1","1","Oxford University Press","1","465","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"144","180144","Engineering Drawing","Dhananjay A.Jolhe   ","1","1","Tata McGraw Hill","1","","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"145","180145","Engineering Drawing","S.Ramachandran K.Pandian R.Devaraj E.V.V.Ramanamurthy","1","1","","","","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"146","180146","Engineering Graphics","M.Saravanan M.Arockia Jaswin J.Bensam Raj ","1","1","Tri Sea Publications","5","420","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"147","180147","Engineering Graphics","M.Saravanan M.Arockia Jaswin J.Bensam Raj ","1","1","Tri Sea Publications","4","400","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"148","180148","Engineering Graphics","Vee Ess   ","1","1","V K Publishers","5","225","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"149","180149","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","23","320","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"150","180150","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","22","","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"151","180151","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","23","320","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"152","180152","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","23","320","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"153","180153","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","24","350","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"154","180154","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","24","380","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"155","180155","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","24","350","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"156","180156","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","24","380","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"157","180157","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","27","480","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"158","180158","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","26","400","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"159","180159","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","26","400","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"160","180160","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","28","480","Engineering Graphics","Yes","Engineering Graphics","B1","NULL"
"161","180161","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","24","380","Engineering Graphics","No","Engineering Graphics","B1","NULL"
"162","180162","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","28","480","Engineering Graphics","No","Engineering Graphics","B2","NULL"
"163","180163","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","26","400","Engineering Graphics","No","Engineering Graphics","B2","NULL"
"164","180164","Engineering Graphics","K.V.Natarajan   ","1","1","Dhanalakshmi Publishers","26","400","Engineering Graphics","No","Engineering Graphics","B2","NULL"
"165","180165","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","Yes","English","B2","NULL"
"166","180166","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"167","180167","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"168","180168","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"169","180169","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"170","180170","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"171","180171","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"172","180172","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"173","180173","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"174","180174","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"175","180175","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"176","180176","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"177","180177","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"178","180178","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"179","180179","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"180","180180","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"181","180181","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"182","180182","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"183","180183","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"184","180184","Interchange","Jack C.Richards Jonathan Hull Susan Proctor ","1","1","Cambridge University Press","4","","English","No","English","B2","NULL"
"185","180185","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","Yes","English","B2","NULL"
"186","180186","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"187","180187","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"188","180188","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"189","180189","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"190","180190","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"191","180191","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"192","180192","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"193","180193","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"194","180194","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"195","180195","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"196","180196","Mindscape","K.Elango   ","1","1","Orient BlackSwan","1","295","English","No","English","B2","NULL"
"197","180197","English Work Book  1","P.Rathna   ","1","1","VRB Publishers","13","395","English","Yes","English","B2","NULL"
